order_id,order_date,sku,product,category,quantity,unit_price,discount_pct,net_total,region,channel,sales_rep
5238,2024-09-09,SKU-1003,27in Monitor,Displays,25,299.00,15,6353.75,LATAM,partner,E. Okafor
5113,2024-09-10,SKU-1007,Noise-Cancel Headset,Audio,11,199.99,0,2199.89,APAC,online,D. Muller
5322,2024-09-10,SKU-1001,Mechanical Keyboard,Peripherals,2,89.99,0,179.98,LATAM,retail,E. Okafor
5177,2024-09-11,SKU-1001,Mechanical Keyboard,Peripherals,20,89.99,15,1529.83,APAC,online,E. Okafor
5312,2024-09-11,SKU-1010,Docking Station,Accessories,21,189.50,0,3979.50,APAC,partner,C. Nakamura
5328,2024-09-13,SKU-1010,Docking Station,Accessories,17,189.50,5,3060.42,NA,online,A. Singh
5207,2024-09-15,SKU-1009,External SSD 1TB,Storage,10,129.00,5,1225.50,LATAM,online,F. Rossi
5356,2024-09-15,SKU-1009,External SSD 1TB,Storage,16,129.00,0,2064.00,LATAM,retail,B. Cohen
5243,2024-09-16,SKU-1002,Wireless Mouse,Peripherals,20,34.50,10,621.00,LATAM,retail,E. Okafor
5255,2024-09-16,SKU-1002,Wireless Mouse,Peripherals,10,34.50,0,345.00,NA,partner,C. Nakamura
5275,2024-09-16,SKU-1002,Wireless Mouse,Peripherals,17,34.50,10,527.85,NA,retail,D. Muller
5019,2024-09-17,SKU-1006,Webcam 1080p,Peripherals,8,78.25,0,626.00,LATAM,online,A. Singh
5078,2024-09-18,SKU-1008,Desk Lamp,Accessories,22,27.40,0,602.80,LATAM,partner,B. Cohen
5316,2024-09-20,SKU-1007,Noise-Cancel Headset,Audio,5,199.99,0,999.95,NA,retail,B. Cohen
5115,2024-09-21,SKU-1005,Laptop Stand,Accessories,18,42.00,0,756.00,EMEA,online,B. Cohen
5110,2024-09-24,SKU-1007,Noise-Cancel Headset,Audio,6,199.99,15,1019.95,APAC,partner,E. Okafor
5247,2024-09-24,SKU-1008,Desk Lamp,Accessories,15,27.40,10,369.90,EMEA,retail,C. Nakamura
5335,2024-09-25,SKU-1010,Docking Station,Accessories,16,189.50,0,3032.00,LATAM,online,F. Rossi
5219,2024-09-28,SKU-1001,Mechanical Keyboard,Peripherals,3,89.99,15,229.47,EMEA,retail,D. Muller
5340,2024-09-29,SKU-1006,Webcam 1080p,Peripherals,6,78.25,5,446.02,APAC,partner,C. Nakamura
5096,2024-09-30,SKU-1008,Desk Lamp,Accessories,5,27.40,10,123.30,NA,retail,E. Okafor
5068,2024-10-01,SKU-1009,External SSD 1TB,Storage,13,129.00,15,1425.45,APAC,online,A. Singh
5121,2024-10-01,SKU-1004,USB-C Hub,Accessories,11,59.95,0,659.45,EMEA,online,B. Cohen
5051,2024-10-02,SKU-1010,Docking Station,Accessories,4,189.50,0,758.00,EMEA,partner,C. Nakamura
5072,2024-10-02,SKU-1007,Noise-Cancel Headset,Audio,1,199.99,10,179.99,EMEA,retail,D. Muller
5157,2024-10-02,SKU-1008,Desk Lamp,Accessories,5,27.40,5,130.15,LATAM,retail,C. Nakamura
5029,2024-10-03,SKU-1010,Docking Station,Accessories,14,189.50,0,2653.00,EMEA,partner,C. Nakamura
5100,2024-10-03,SKU-1008,Desk Lamp,Accessories,1,27.40,15,23.29,NA,retail,B. Cohen
5139,2024-10-03,SKU-1007,Noise-Cancel Headset,Audio,9,199.99,10,1619.92,LATAM,retail,A. Singh
5198,2024-10-03,SKU-1005,Laptop Stand,Accessories,5,42.00,0,210.00,APAC,online,A. Singh
5147,2024-10-04,SKU-1009,External SSD 1TB,Storage,1,129.00,15,109.65,LATAM,retail,A. Singh
5136,2024-10-05,SKU-1004,USB-C Hub,Accessories,14,59.95,0,839.30,EMEA,partner,B. Cohen
5002,2024-10-06,SKU-1002,Wireless Mouse,Peripherals,22,34.50,15,645.15,NA,partner,D. Muller
5028,2024-10-08,SKU-1003,27in Monitor,Displays,22,299.00,5,6249.10,EMEA,retail,E. Okafor
5119,2024-10-08,SKU-1009,External SSD 1TB,Storage,12,129.00,5,1470.60,APAC,retail,F. Rossi
5149,2024-10-08,SKU-1001,Mechanical Keyboard,Peripherals,7,89.99,0,629.93,EMEA,retail,D. Muller
5151,2024-10-09,SKU-1005,Laptop Stand,Accessories,18,42.00,0,756.00,LATAM,online,B. Cohen
5208,2024-10-09,SKU-1002,Wireless Mouse,Peripherals,21,34.50,15,615.82,EMEA,retail,D. Muller
5043,2024-10-11,SKU-1007,Noise-Cancel Headset,Audio,23,199.99,15,3909.80,LATAM,online,B. Cohen
5014,2024-10-12,SKU-1005,Laptop Stand,Accessories,21,42.00,15,749.70,EMEA,partner,C. Nakamura
5327,2024-10-12,SKU-1007,Noise-Cancel Headset,Audio,12,199.99,0,2399.88,APAC,online,B. Cohen
5216,2024-10-14,SKU-1010,Docking Station,Accessories,8,189.50,5,1440.20,NA,partner,F. Rossi
5128,2024-10-15,SKU-1001,Mechanical Keyboard,Peripherals,5,89.99,0,449.95,APAC,online,B. Cohen
5332,2024-10-15,SKU-1009,External SSD 1TB,Storage,16,129.00,15,1754.40,APAC,retail,A. Singh
5048,2024-10-16,SKU-1007,Noise-Cancel Headset,Audio,22,199.99,10,3959.80,APAC,retail,B. Cohen
5169,2024-10-16,SKU-1004,USB-C Hub,Accessories,17,59.95,5,968.19,EMEA,online,B. Cohen
5218,2024-10-16,SKU-1001,Mechanical Keyboard,Peripherals,6,89.99,0,539.94,LATAM,online,B. Cohen
5293,2024-10-20,SKU-1008,Desk Lamp,Accessories,25,27.40,0,685.00,EMEA,partner,C. Nakamura
5105,2024-10-21,SKU-1010,Docking Station,Accessories,1,189.50,0,189.50,LATAM,retail,F. Rossi
5175,2024-10-21,SKU-1007,Noise-Cancel Headset,Audio,19,199.99,0,3799.81,APAC,partner,C. Nakamura
5272,2024-10-21,SKU-1001,Mechanical Keyboard,Peripherals,21,89.99,10,1700.81,EMEA,partner,B. Cohen
5214,2024-10-22,SKU-1005,Laptop Stand,Accessories,12,42.00,0,504.00,EMEA,online,F. Rossi
5044,2024-10-23,SKU-1005,Laptop Stand,Accessories,7,42.00,0,294.00,NA,partner,C. Nakamura
5118,2024-10-24,SKU-1004,USB-C Hub,Accessories,10,59.95,15,509.57,APAC,retail,E. Okafor
5060,2024-10-25,SKU-1009,External SSD 1TB,Storage,2,129.00,0,258.00,EMEA,retail,B. Cohen
5018,2024-10-26,SKU-1009,External SSD 1TB,Storage,18,129.00,0,2322.00,LATAM,partner,D. Muller
5206,2024-10-26,SKU-1005,Laptop Stand,Accessories,20,42.00,15,714.00,APAC,retail,E. Okafor
5141,2024-10-27,SKU-1004,USB-C Hub,Accessories,22,59.95,10,1187.01,NA,partner,C. Nakamura
5122,2024-10-28,SKU-1008,Desk Lamp,Accessories,9,27.40,15,209.61,APAC,online,B. Cohen
5130,2024-10-28,SKU-1008,Desk Lamp,Accessories,15,27.40,0,411.00,LATAM,retail,E. Okafor
5111,2024-10-30,SKU-1008,Desk Lamp,Accessories,15,27.40,5,390.45,APAC,retail,B. Cohen
5331,2024-10-30,SKU-1010,Docking Station,Accessories,24,189.50,0,4548.00,APAC,partner,E. Okafor
5046,2024-10-31,SKU-1002,Wireless Mouse,Peripherals,6,34.50,0,207.00,NA,partner,B. Cohen
5285,2024-11-04,SKU-1007,Noise-Cancel Headset,Audio,3,199.99,5,569.97,EMEA,partner,C. Nakamura
5129,2024-11-06,SKU-1002,Wireless Mouse,Peripherals,18,34.50,5,589.95,EMEA,partner,D. Muller
5205,2024-11-07,SKU-1002,Wireless Mouse,Peripherals,3,34.50,0,103.50,EMEA,online,B. Cohen
5269,2024-11-07,SKU-1003,27in Monitor,Displays,18,299.00,15,4574.70,LATAM,online,C. Nakamura
5290,2024-11-07,SKU-1003,27in Monitor,Displays,1,299.00,0,299.00,LATAM,online,B. Cohen
5330,2024-11-09,SKU-1009,External SSD 1TB,Storage,5,129.00,0,645.00,APAC,online,D. Muller
5273,2024-11-10,SKU-1005,Laptop Stand,Accessories,14,42.00,0,588.00,APAC,online,E. Okafor
5288,2024-11-10,SKU-1001,Mechanical Keyboard,Peripherals,24,89.99,0,2159.76,LATAM,retail,F. Rossi
5318,2024-11-11,SKU-1001,Mechanical Keyboard,Peripherals,10,89.99,5,854.90,LATAM,online,B. Cohen
5165,2024-11-12,SKU-1008,Desk Lamp,Accessories,18,27.40,0,493.20,NA,online,F. Rossi
5170,2024-11-13,SKU-1002,Wireless Mouse,Peripherals,20,34.50,5,655.50,EMEA,retail,E. Okafor
5148,2024-11-14,SKU-1004,USB-C Hub,Accessories,17,59.95,0,1019.15,LATAM,partner,D. Muller
5073,2024-11-15,SKU-1002,Wireless Mouse,Peripherals,22,34.50,0,759.00,APAC,partner,A. Singh
5308,2024-11-16,SKU-1009,External SSD 1TB,Storage,9,129.00,0,1161.00,APAC,partner,E. Okafor
5179,2024-11-17,SKU-1003,27in Monitor,Displays,21,299.00,0,6279.00,NA,retail,D. Muller
5150,2024-11-18,SKU-1008,Desk Lamp,Accessories,4,27.40,0,109.60,EMEA,partner,B. Cohen
5279,2024-11-19,SKU-1008,Desk Lamp,Accessories,23,27.40,5,598.69,EMEA,online,A. Singh
5235,2024-11-20,SKU-1003,27in Monitor,Displays,3,299.00,10,807.30,NA,partner,E. Okafor
5087,2024-11-22,SKU-1008,Desk Lamp,Accessories,9,27.40,0,246.60,APAC,partner,D. Muller
5171,2024-11-22,SKU-1003,27in Monitor,Displays,8,299.00,5,2272.40,APAC,retail,C. Nakamura
5289,2024-11-22,SKU-1001,Mechanical Keyboard,Peripherals,3,89.99,15,229.47,LATAM,retail,E. Okafor
5173,2024-11-23,SKU-1006,Webcam 1080p,Peripherals,19,78.25,0,1486.75,LATAM,partner,C. Nakamura
5195,2024-11-24,SKU-1002,Wireless Mouse,Peripherals,22,34.50,0,759.00,NA,online,C. Nakamura
5203,2024-11-25,SKU-1009,External SSD 1TB,Storage,10,129.00,5,1225.50,NA,online,D. Muller
5239,2024-11-25,SKU-1008,Desk Lamp,Accessories,22,27.40,10,542.52,APAC,partner,C. Nakamura
5152,2024-11-27,SKU-1002,Wireless Mouse,Peripherals,15,34.50,0,517.50,EMEA,retail,F. Rossi
5004,2024-11-28,SKU-1001,Mechanical Keyboard,Peripherals,18,89.99,0,1619.82,LATAM,online,D. Muller
5266,2024-11-28,SKU-1006,Webcam 1080p,Peripherals,4,78.25,15,266.05,APAC,online,B. Cohen
5352,2024-11-29,SKU-1001,Mechanical Keyboard,Peripherals,25,89.99,0,2249.75,EMEA,partner,F. Rossi
5079,2024-12-05,SKU-1002,Wireless Mouse,Peripherals,10,34.50,10,310.50,APAC,online,B. Cohen
5074,2024-12-07,SKU-1005,Laptop Stand,Accessories,17,42.00,0,714.00,LATAM,retail,D. Muller
5225,2024-12-07,SKU-1010,Docking Station,Accessories,16,189.50,10,2728.80,APAC,online,B. Cohen
5229,2024-12-08,SKU-1004,USB-C Hub,Accessories,17,59.95,10,917.24,APAC,online,D. Muller
5274,2024-12-08,SKU-1007,Noise-Cancel Headset,Audio,6,199.99,15,1019.95,NA,partner,C. Nakamura
5144,2024-12-09,SKU-1007,Noise-Cancel Headset,Audio,11,199.99,0,2199.89,NA,online,C. Nakamura
5190,2024-12-09,SKU-1007,Noise-Cancel Headset,Audio,15,199.99,0,2999.85,LATAM,partner,F. Rossi
5037,2024-12-10,SKU-1008,Desk Lamp,Accessories,24,27.40,0,657.60,NA,online,D. Muller
5172,2024-12-12,SKU-1001,Mechanical Keyboard,Peripherals,15,89.99,0,1349.85,EMEA,online,D. Muller
5292,2024-12-13,SKU-1001,Mechanical Keyboard,Peripherals,20,89.99,0,1799.80,LATAM,retail,C. Nakamura
5304,2024-12-14,SKU-1002,Wireless Mouse,Peripherals,15,34.50,5,491.62,APAC,online,E. Okafor
5193,2024-12-17,SKU-1004,USB-C Hub,Accessories,12,59.95,0,719.40,APAC,partner,F. Rossi
5106,2024-12-19,SKU-1004,USB-C Hub,Accessories,3,59.95,10,161.87,EMEA,online,F. Rossi
5167,2024-12-21,SKU-1002,Wireless Mouse,Peripherals,15,34.50,0,517.50,APAC,online,A. Singh
5092,2024-12-22,SKU-1007,Noise-Cancel Headset,Audio,13,199.99,10,2339.88,NA,partner,D. Muller
5267,2024-12-22,SKU-1001,Mechanical Keyboard,Peripherals,10,89.99,5,854.90,EMEA,partner,D. Muller
5336,2024-12-24,SKU-1004,USB-C Hub,Accessories,2,59.95,10,107.91,NA,online,A. Singh
5012,2024-12-25,SKU-1004,USB-C Hub,Accessories,22,59.95,0,1318.90,NA,partner,F. Rossi
5009,2024-12-26,SKU-1006,Webcam 1080p,Peripherals,19,78.25,0,1486.75,NA,online,F. Rossi
5090,2024-12-27,SKU-1007,Noise-Cancel Headset,Audio,23,199.99,0,4599.77,EMEA,online,D. Muller
5251,2024-12-28,SKU-1007,Noise-Cancel Headset,Audio,5,199.99,10,899.96,NA,retail,E. Okafor
5231,2024-12-29,SKU-1007,Noise-Cancel Headset,Audio,19,199.99,5,3609.82,LATAM,retail,A. Singh
5298,2024-12-29,SKU-1006,Webcam 1080p,Peripherals,22,78.25,0,1721.50,NA,partner,E. Okafor
5299,2024-12-30,SKU-1005,Laptop Stand,Accessories,10,42.00,0,420.00,EMEA,retail,E. Okafor
